GO ID	GO term	genes	SpkBC1	SpkBC2	35S-C1	35S-C2	SpkBC	35S-C
GO:0008026	ATP-dependent helicase activity	64	0.848199435124851	0.782078311796338	0.715662962205754	0.866564929052633	0.814468159162193	0.787507729529956
GO:0004518	nuclease activity	29	0.9886959436354	0.888234770775085	0.836404089553679	0.995370635172663	0.937120117627002	0.912431953561501
GO:0016788	hydrolase activity%2C acting on ester bonds	143	1.10820968444573	1.04287023596525	0.995492817828706	1.09407975110713	1.07504367126033	1.04362279313887
GO:0004190	aspartic-type endopeptidase activity	94	1.16042731777143	1.04077350479477	0.979845808430493	1.11325491024943	1.09897316008016	1.04442240378238
GO:0005198	structural molecule activity	53	0.869210478286804	0.788677966916041	0.716465755669534	0.851657922013983	0.827965671291604	0.781142584082889
GO:0005488	binding	768	0.932911221613219	0.841133736799947	0.771533858500445	0.925481894878713	0.885834692218661	0.845009240972001
GO:0005506	iron ion binding	373	0.943480607201099	0.867199453849302	0.801633220444487	0.914373062238565	0.904536271954973	0.856149416030863
GO:0016705	oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen	302	0.891932455034167	0.823707396406864	0.763210665687161	0.865024460205796	0.85714138874924	0.812524396008725
GO:0004437	inositol or phosphatidylinositol phosphatase activity	24	1.04367322100284	0.943234129266898	0.868051706180516	1.02700988114234	0.992183552500137	0.944191548145744
GO:0005216	ion channel activity	26	0.932150457778826	0.839981762479211	0.830742148980735	0.919275705995837	0.884866873840841	0.873888480016051
GO:0008124	4-alpha-hydroxytetrahydrobiopterin dehydratase activity	2	1.06688427641141	0.955862068827042	0.85698178411133	0.915613543992811	1.00984860828228	0.885812693794494
GO:0009055	electron carrier activity	405	0.957237380751488	0.872540610877891	0.820334216998845	0.939273564391474	0.913908359167403	0.877791685989788
GO:0016758	transferase activity%2C transferring hexosyl groups	183	0.935636937364233	0.861094714187809	0.79503207287752	0.924434531737176	0.897592346872015	0.857295224532696
GO:0004654	polyribonucleotide nucleotidyltransferase activity	2	0.732217873133572	0.697359966571176	0.624463726218341	0.789010462736142	0.714576400065973	0.701931915206502
GO:0016887	ATPase activity	114	1.08695951887134	0.997788621308969	0.941743662543719	1.07787539746304	1.04142010723497	1.00751294015144
GO:0042626	ATPase activity%2C coupled to transmembrane movement of substances	36	0.971463504636418	0.883275496084485	0.834266115654835	0.954764731267948	0.926320629688071	0.892484097179969
GO:0003743	translation initiation factor activity	31	0.667121440054483	0.612182207869211	0.57606280718728	0.688920809119727	0.63906171539957	0.629969566908785
GO:0008661	1-deoxy-D-xylulose-5-phosphate synthase activity	3	0.972236036040314	0.901553043205233	0.830666646170866	1.04167641515822	0.936227727108067	0.930207425349191
GO:0016624	oxidoreductase activity%2C acting on the aldehyde or oxo group of donors%2C disulfide as acceptor	5	1.18455551003065	1.07168672230831	0.999139796251032	1.22078133612534	1.12670866329189	1.10441442196457
GO:0016776	phosphotransferase activity%2C phosphate group as acceptor	10	1.01384797942443	0.862762535924688	0.784059353640658	0.946368884183654	0.935259351073458	0.861399660807146
GO:0019201	nucleotide kinase activity	7	0.959436553193467	0.865740040457222	0.773021525975383	0.961521756060973	0.911385012153399	0.862135148992769
GO:0019205	nucleobase-containing compound kinase activity	13	0.947145689204109	0.835816369467124	0.76196746481493	0.920397047254972	0.889741463182995	0.837444090503968
GO:0015238	drug transmembrane transporter activity	44	0.949482163219598	0.875010798380529	0.827001565427927	1.03530806782966	0.911486229016573	0.925311511219489
GO:0015297	antiporter activity	48	0.976687835810162	0.896809014515663	0.845630825145292	1.05559775828151	0.93589660514522	0.944799451395435
GO:0005507	copper ion binding	106	1.16501347498725	1.07076932227288	1.02430045078402	1.14531328883585	1.11689779704809	1.0831181459303
GO:0008471	laccase activity	23	1.22435107482661	1.15546538627708	1.04829802971264	1.15049236094091	1.18940963827156	1.09820711852264
GO:0016491	oxidoreductase activity	632	1.09005549113617	0.992474167201503	0.923962120433821	1.08431981699126	1.04012110629907	1.00093478175936
GO:0004372	glycine hydroxymethyltransferase activity	6	0.909889433122977	0.854134028135417	0.788118398224663	0.955190291861669	0.881571055940007	0.867642232041391
GO:0008237	metallopeptidase activity	10	0.869010297024892	0.772819844540384	0.709936209995079	0.840924150531256	0.819504974146448	0.772659371470696
GO:0008725	DNA-3-methyladenine glycosylase I activity	6	1.83012786077452	1.67850889817915	1.49355555953617	1.81460555557682	1.75267963390792	1.64627282547486
GO:0019904	protein domain specific binding	7	0.925018767556646	0.867446823382888	0.813152812335403	0.963234922021262	0.895770389936264	0.885018183870401
GO:0004806	triglyceride lipase activity	32	1.00187813615324	0.935011249517328	0.867669254962182	0.969942538733648	0.967867412380815	0.917381774366131
GO:0004332	fructose-bisphosphate aldolase activity	7	1.26769092383413	1.11103189662029	1.01978001163213	1.24452794727192	1.18677927662888	1.1265632359284
GO:0005509	calcium ion binding	253	0.858005286032312	0.793927319705311	0.740406332252479	0.85827825148705	0.825344677715088	0.797166640192374
GO:0050664	oxidoreductase activity%2C acting on NAD(P)H%2C oxygen as acceptor	7	1.19307540458195	1.07706368161451	1.00386551783418	1.20305475547581	1.13358642709886	1.09895640727401
GO:0016301	kinase activity	33	1.12846947216922	1.0156195495565	0.980080979044555	1.17144972552404	1.07055857243439	1.07150156037827
GO:0004519	endonuclease activity	20	0.823782042893906	0.758646102313484	0.704806648943538	0.835678713562924	0.790543506707443	0.767458085956316
GO:0004659	prenyltransferase activity	6	1.04080716238479	0.917874129889419	0.857543019688941	1.07215767539636	0.977409826304511	0.958864604906276
GO:0003924	GTPase activity	103	0.890886338893771	0.809559505965889	0.755431191063312	0.912060902747316	0.849249965785458	0.830059789463798
GO:0005525	GTP binding	189	0.861108298663639	0.78644174388668	0.729620238838271	0.885632030360082	0.822928619065059	0.803850143692309
GO:0046872	metal ion binding	228	0.992628019936902	0.917981562313327	0.839996095572827	1.00307560706439	0.954575413750879	0.917921343851658
GO:0030604	1-deoxy-D-xylulose-5-phosphate reductoisomerase activity	1	1.59394220987462	1.47374918601066	1.40458133003578	1.68538373586322	1.53266794653987	1.53858978592068
GO:0070402	NADPH binding	5	1.56283247067451	1.49179076312635	1.2890124395545	1.55094232441392	1.52689850483461	1.41392501540963
GO:0016760	cellulose synthase (UDP-forming) activity	27	1.01265509188246	0.933109632214482	0.888580125045971	0.998561344280235	0.97206904093617	0.941966965538922
GO:0005215	transporter activity	211	1.08750333207627	0.972858796749018	0.914067012294535	1.06279072247893	1.02858503931579	0.985627688526793
GO:0004497	monooxygenase activity	22	0.863496545016076	0.856786861252832	0.830256763665841	0.766966385325703	0.860135160603837	0.797984353807145
GO:0015930	glutamate synthase activity	3	0.807294627604878	0.738482962852197	0.668956987840284	0.842370261127093	0.772122612341014	0.750672680020935
GO:0016638	oxidoreductase activity%2C acting on the CH-NH2 group of donors	4	0.863179338715254	0.790032387979769	0.721364663605634	0.902666880137057	0.825796363651481	0.806939892642578
GO:0004185	serine-type carboxypeptidase activity	43	1.094671305752	1.00954848794432	0.955752091900505	1.06230352387448	1.05124866778416	1.00762037254926
GO:0046983	protein dimerization activity	219	1.08147165544901	1.01457461024291	0.928309974082119	1.07200643362305	1.04748922825771	0.997574190029231
GO:0004084	branched-chain-amino-acid transaminase activity	5	1.18446256853989	1.10284997003124	1.02168295175382	1.22998002348288	1.14292804157451	1.12100384521652
GO:0004121	cystathionine beta-lyase activity	2	0.789140319241476	0.724486022364799	0.650027894336609	0.792118016753823	0.756122431207371	0.717564496401946
GO:0004733	pyridoxamine-phosphate oxidase activity	4	0.924623662698414	0.860611549528179	0.800335857095844	0.970261573367852	0.892043610528825	0.881212305819955
GO:0010181	FMN binding	32	0.810666883703222	0.751352596374419	0.701689552489223	0.85654576949888	0.780446454194761	0.775260741741903
GO:0008641	small protein activating enzyme activity	6	0.736424970116405	0.682421704109579	0.632171394718693	0.760912438624013	0.708909291133698	0.693561156340048
GO:0015078	hydrogen ion transmembrane transporter activity	16	0.824714150182394	0.768338519099165	0.711793007987162	0.875075041845217	0.796027417135407	0.78922258979929
GO:0003777	microtubule motor activity	45	1.46889049131799	1.34402645646964	1.25642655543475	1.48257093125025	1.40507212697002	1.36482287800961
GO:0030145	manganese ion binding	47	1.1576098222759	1.02429318635191	0.985105125628353	1.11335413129247	1.08891315237315	1.0472682852907
GO:0016881	acid-amino acid ligase activity	46	0.919781279140869	0.827597801145736	0.767319277127419	0.939202590560762	0.872472901672021	0.848921817875641
GO:0051537	2 iron%2C 2 sulfur cluster binding	27	1.29048047915244	1.15700336121466	1.07572057663499	1.29247699318068	1.2219207224535	1.17912853260015
GO:0003682	chromatin binding	11	1.20245058428471	1.09708600855269	1.01765797225745	1.24227570448269	1.14856071323842	1.12437172430142
GO:0004650	polygalacturonase activity	37	0.990105316871034	0.99529712376538	0.912478818734428	0.991282498128326	0.992697826182042	0.951064815311894
GO:0031625	ubiquitin protein ligase binding	12	0.884985006152866	0.79903274221378	0.745943816969025	0.895123786539814	0.840911408106944	0.817136496548328
GO:0015299	solute:hydrogen antiporter activity	23	0.888300829976652	0.957401449975461	0.785031318074171	0.887239535131504	0.9222041545309	0.83457223876175
GO:0015385	sodium:hydrogen antiporter activity	5	1.0376059972477	0.933863106822169	0.875019521705375	1.12159364740501	0.984368813121918	0.990664593543204
GO:0016857	racemase and epimerase activity%2C acting on carbohydrates and derivatives	5	0.919438323446788	0.847456139364985	0.755588486878571	0.864763109069848	0.882713799581965	0.808334738267814
GO:0050662	coenzyme binding	84	1.01854145424782	0.927955229564294	0.883593551011016	1.01380497363205	0.972193843324098	0.946462644103912
GO:0008234	cysteine-type peptidase activity	47	1.01245715198539	0.934827798814535	0.907452927724232	1.00888280356405	0.972868485862574	0.956824776970596
GO:0008375	acetylglucosaminyltransferase activity	29	0.899803679289303	0.83329376405826	0.823302615384842	0.936768003196456	0.865910384987069	0.878204729570775
GO:0003887	DNA-directed DNA polymerase activity	19	1.04429514875409	0.946571363839444	0.886862121164598	1.0348377565272	0.994233314271389	0.957997081318583
GO:0016740	transferase activity	35	1.08351324187664	0.989488482846328	0.933907502242599	1.11811177878147	1.03543414751901	1.02186739773311
GO:0016783	sulfurtransferase activity	1	0.956945805578989	0.887585651706208	0.85711397393125	1.00705323013952	0.921613458285169	0.929063720121063
GO:0004812	aminoacyl-tRNA ligase activity	50	0.721836718676575	0.657969541164467	0.606447217313579	0.733797991623576	0.689163677643628	0.66709051116802
GO:0004831	tyrosine-tRNA ligase activity	3	0.537921152627074	0.506729177722532	0.42245858284129	0.552592123629023	0.522092274746786	0.483163828776095
GO:0004725	protein tyrosine phosphatase activity	22	0.888818706215965	0.810046192599292	0.747213500086392	0.899128783695575	0.848518832366891	0.819659176422488
GO:0016791	phosphatase activity	42	0.843864240277897	0.766507240321059	0.707815413833314	0.848224054941695	0.80425620919023	0.774845830131341
GO:0016209	antioxidant activity	13	1.11090818085943	1.03040940030228	0.975061268654672	1.13627403228825	1.06990197328085	1.05258576822145
GO:0004222	metalloendopeptidase activity	42	0.86179309539998	0.790411863698135	0.734474896442682	0.871604667437343	0.825331137578901	0.800107335208846
GO:0008417	fucosyltransferase activity	2	0.994694360681866	0.855177641787322	0.844002092641174	1.02376783886686	0.92230167389367	0.929549459890309
GO:0016706	oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen%2C 2-oxoglutarate as one donor%2C and incorporation of one atom each of oxygen into both donors	81	1.10518661300425	1.01243681613728	0.950136700528694	1.08091710043398	1.05779563986035	1.0134194626863
GO:0031418	L-ascorbic acid binding	13	1.10044201462018	0.989694878896213	0.980862200913588	1.09785011683901	1.04360041509757	1.03770886180853
GO:0003993	acid phosphatase activity	29	0.764609226595655	0.717155562148123	0.644961183393673	0.753568042029211	0.740502369829327	0.697152878610433
GO:0008113	peptide-methionine-(S)-S-oxide reductase activity	3	0.899644747539384	0.817743789127806	0.785561007043675	0.964956366626124	0.857717263859009	0.87065038627455
GO:0004540	ribonuclease activity	10	0.686796315847203	0.611357476304306	0.569330858015251	0.710417102060996	0.647979986104078	0.635973567269187
GO:0003854	3-beta-hydroxy-delta5-steroid dehydrogenase activity	9	1.00789169900047	0.888807480292488	0.794733947040692	0.96763833720435	0.946478568904927	0.876935023268147
GO:0016616	oxidoreductase activity%2C acting on the CH-OH group of donors%2C NAD or NADP as acceptor	74	1.06019445844342	0.990502638106442	0.899054372297993	1.0909388884143	1.02475626760417	0.99036022614945
GO:0004665	prephenate dehydrogenase (NADP+) activity	2	0.891646071909868	0.751632188023574	0.683247178341935	0.885990051865452	0.818651261510198	0.778042545736475
GO:0008977	prephenate dehydrogenase activity	2	0.891646071909868	0.751632188023574	0.683247178341935	0.885990051865452	0.818651261510198	0.778042545736475
GO:0051082	unfolded protein binding	117	0.918091216063601	0.851576118964042	0.783765116255421	0.92455099921234	0.884208433928573	0.851252501542125
GO:0000287	magnesium ion binding	99	0.943154732962907	0.887320603846348	0.827979341775419	0.964770198191009	0.914811798772397	0.893761597778027
GO:0004634	phosphopyruvate hydratase activity	5	0.77968568778669	0.739005930825659	0.691360886453968	0.861685630037117	0.759073347875057	0.771839193761956
GO:0022857	transmembrane transporter activity	95	0.877323759137124	0.816031355767471	0.754319952760629	0.896324152265576	0.846122743232731	0.822262240526209
GO:0022891	substrate-specific transmembrane transporter activity	51	0.897003910023173	0.818597774178157	0.75128893738218	0.904293418149745	0.856904547878043	0.824248531210957
GO:0003840	gamma-glutamyltransferase activity	3	1.28602036959801	1.1898327329607	1.11730057899836	1.26008299376114	1.23699196885102	1.18654602039504
GO:0016627	oxidoreductase activity%2C acting on the CH-CH group of donors	21	0.89664941410528	0.811564734391118	0.811258261895805	0.937633314322717	0.853046917584433	0.872159832182754
GO:0008483	transaminase activity	22	1.22990652469673	1.11546732626422	1.02545363020402	1.2569487458356	1.17129011891093	1.13531610329348
GO:0016702	oxidoreductase activity%2C acting on single donors with incorporation of molecular oxygen%2C incorporation of two atoms of oxygen	20	0.865652853622504	0.851336144978217	0.753448728376363	0.864498709723075	0.85846465465526	0.80706595363939
GO:0019789	SUMO transferase activity	1	0.703978450782165	0.649131373858746	0.605567546647277	0.771738202287479	0.675998889735167	0.683622417576551
GO:0019843	rRNA binding	15	0.864471913985393	0.78726834500383	0.747785712988509	0.880165208520173	0.824967498163154	0.811279833350329
GO:0005247	voltage-gated chloride channel activity	9	0.782985337166973	0.695344899222522	0.652523791505946	0.793388159900165	0.737865069213255	0.719516956182397
GO:0004867	serine-type endopeptidase inhibitor activity	30	0.855787441893685	0.849688512558655	0.745813284919623	0.85261219238664	0.852732524634203	0.797426799127294
GO:0019901	protein kinase binding	30	1.2555632847942	1.11642415674014	0.995324729813644	1.18815526518272	1.1839515114481	1.08747428396935
GO:0016851	magnesium chelatase activity	4	0.808804974005227	0.720728036080413	0.676612802990162	0.8429201597199	0.763497492128728	0.755202338426595
GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	2	1.1147003647361	1.14588649639249	1.02513520365398	1.28677776817551	1.1301858676673	1.14853001242285
GO:0004003	ATP-dependent DNA helicase activity	8	1.0673472107582	0.976319155274709	0.892318513779908	1.06339924708432	1.0208190472323	0.974110279030541
GO:0016817	hydrolase activity%2C acting on acid anhydrides	12	0.84857208242743	0.778802875486057	0.72858314389014	0.855365296219527	0.812939344509585	0.789433174305555
GO:0016818	hydrolase activity%2C acting on acid anhydrides%2C in phosphorus-containing anhydrides	23	1.13440285476724	1.00048058856219	0.937261083342077	1.11782028621181	1.06533939934847	1.02356702391032
GO:0008094	DNA-dependent ATPase activity	11	0.969717474899133	0.904024159456831	0.814623178596916	0.979523225502816	0.93629483879614	0.893276174242103
GO:0005544	calcium-dependent phospholipid binding	7	1.26764435032462	1.11679046044208	0.959939468359157	1.23157158634676	1.18982902875827	1.08730592467987
GO:0016790	thiolester hydrolase activity	5	0.751314271882752	0.691144576180943	0.650407854246674	0.782013498066439	0.720601681943012	0.713181408387325
GO:0051087	chaperone binding	16	0.868607146591942	0.774742592458136	0.731826938706369	0.865597516031313	0.820333439875705	0.795906766090748
GO:0019139	cytokinin dehydrogenase activity	7	1.91154331957532	1.6811744286265	1.61104673578555	1.83286491604754	1.79266219575296	1.71838035374426
GO:0050660	flavin adenine dinucleotide binding	110	1.13643939965723	0.991991979385089	0.938727261863046	1.10531318273843	1.06176210589622	1.01862044822062
GO:0071949	FAD binding	10	1.15253601847798	1.12260972091861	1.02158840966159	1.19120610806167	1.13747445599987	1.1031420368719
GO:0004630	phospholipase D activity	10	0.841324221985389	0.750127722520178	0.707160089019367	0.857393412850877	0.794418417799436	0.778661930593916
GO:0005388	calcium-transporting ATPase activity	10	0.918670639688729	0.861435683853073	0.795237225683225	0.945061144697965	0.889592980376981	0.866918567577499
GO:0005516	calmodulin binding	11	1.41544059973503	1.28204506709317	1.20120208460409	1.40440166523141	1.347092661495	1.2988341725938
GO:0015662	ATPase activity%2C coupled to transmembrane movement of ions%2C phosphorylative mechanism	31	1.0866607646751	1.01995571440568	0.949341416588569	1.09059335248432	1.05278006086305	1.01751925690355
GO:0016820	hydrolase activity%2C acting on acid anhydrides%2C catalyzing transmembrane movement of substances	24	1.08462926978984	0.989988814102805	0.929091445768327	1.11549424186346	1.03622914673369	1.01803544040429
GO:0004197	cysteine-type endopeptidase activity	34	1.00204232229415	0.90983772504809	0.824169692889588	1.02255462043666	0.954827684411178	0.918018805628789
GO:0004310	farnesyl-diphosphate farnesyltransferase activity	4	1.51588668133283	1.39726380879598	1.26199595717612	1.51844149985694	1.45536716950129	1.38429297261378
GO:0016765	transferase activity%2C transferring alkyl or aryl (other than methyl) groups	13	1.16793582762348	1.11380499790208	1.0616210562799	1.21216276566809	1.14054932468348	1.13439742404138
GO:0051996	squalene synthase activity	2	1.30686523330207	1.2311078909438	1.08517495613993	1.27878019871043	1.26842110559478	1.17800689558602
GO:0004014	adenosylmethionine decarboxylase activity	3	0.906917133519686	0.879760597418832	0.856902438058104	0.973193524505691	0.893235668339914	0.913198720898844
GO:0004017	adenylate kinase activity	4	1.00436373012186	0.768029624591236	0.715754136854304	0.83645535244632	0.87828304014056	0.773754727809387
GO:0051539	4 iron%2C 4 sulfur cluster binding	19	1.06596890793693	0.974949713986779	0.905135888812717	1.08424047415857	1.01944400626612	0.990648759785342
GO:0016811	hydrolase activity%2C acting on carbon-nitrogen (but not peptide) bonds%2C in linear amides	4	0.990953602019079	0.890399088225615	0.821072478917236	1.00471899145563	0.939331775099553	0.90826599238863
GO:0004470	malic enzyme activity	6	1.58621253074468	1.47309265247114	1.36707573110492	1.6755867704556	1.52860656295125	1.51349067035457
GO:0004471	malate dehydrogenase (decarboxylating) (NAD+) activity	3	1.71056104965858	1.58615643164977	1.46498799672597	1.81329371983869	1.64718469232977	1.62986304151676
GO:0051287	NAD binding	50	1.14677047983542	1.09902813540679	0.998198847927461	1.18720105994022	1.12264554610664	1.08860586544928
GO:0003713	transcription coactivator activity	3	1.31461321032009	1.18189309581215	1.10741226965134	1.32729981679838	1.24648797705423	1.21238117051879
GO:0003885	D-arabinono-1%2C4-lactone oxidase activity	7	1.30310689403333	1.20968116832327	1.11638059525867	1.33400475747966	1.25552533627337	1.22035118930291
GO:0008762	UDP-N-acetylmuramate dehydrogenase activity	21	1.39387250988606	1.21429574856424	1.12636131465568	1.330730041768	1.30098941686518	1.22428870749411
GO:0016614	oxidoreductase activity%2C acting on CH-OH group of donors	40	1.38994616195555	1.16651505287123	1.13382793296503	1.29931588963326	1.27333935798817	1.21375477317764
GO:0016747	transferase activity%2C transferring acyl groups other than amino-acyl groups	154	1.18135570620556	1.07440255575441	0.992303448958577	1.14158313444382	1.12661066478279	1.06432931068422
GO:0004813	alanine-tRNA ligase activity	3	0.589316857178509	0.54706224963077	0.511546980434676	0.606643987800265	0.567796623478346	0.557069923939604
GO:0016876	ligase activity%2C forming aminoacyl-tRNA and related compounds	6	0.699824878283015	0.639470194135741	0.595706333418763	0.713032198186252	0.668967226982504	0.651734452358514
GO:0016615	malate dehydrogenase activity	10	1.01471646401207	0.941971090524442	0.865204855123841	1.08462461713555	0.977667414910895	0.96872208849211
GO:0030060	L-malate dehydrogenase activity	9	0.974507974968818	0.908993854895474	0.835388638816439	1.05255407563381	0.941181045704432	0.937705559610489
GO:0003830	beta-1%2C4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	4	0.88092108357556	0.795886351027503	0.744587132237205	0.91986533334057	0.837324946929295	0.827598870586757
GO:0030599	pectinesterase activity	68	1.15860987967277	1.07611919505652	1.08248956591568	1.11415919833772	1.11660303201182	1.09821022894961
GO:0005529	sugar binding	96	0.948627588179799	0.84641600059434	0.812660984282405	0.908986105300234	0.89606560543333	0.859475155564323
GO:0008378	galactosyltransferase activity	31	1.21169763828384	1.13275587019638	1.05634650142888	1.21578405872062	1.17156203961596	1.13326485735795
GO:0004514	nicotinate-nucleotide diphosphorylase (carboxylating) activity	3	0.718280042191108	0.647012904341586	0.598903754869016	0.735101163224353	0.681715817792623	0.663517028314758
GO:0004516	nicotinate phosphoribosyltransferase activity	2	0.670057994890374	0.626667666673317	0.576389643775529	0.722029335640041	0.647999753235873	0.645112572784816
GO:0004512	inositol-3-phosphate synthase activity	2	1.51569495471956	4.17985482108543	1.36700391945397	1.62083730039742	2.51701904318966	1.48851971516687
GO:0045735	nutrient reservoir activity	65	1.22144412017829	1.14261653933954	1.08626667633117	1.19531075549456	1.18137303744192	1.13948507737222
GO:0051536	iron-sulfur cluster binding	56	1.0656915471889	0.942676744346782	0.884096457774887	1.06730962336742	1.00229867713268	0.971393152831637
GO:0004379	glycylpeptide N-tetradecanoyltransferase activity	1	0.808671292070555	0.754185717772301	0.672573743826172	0.860488418385557	0.780953480594129	0.760750890287113
GO:0003866	3-phosphoshikimate 1-carboxyvinyltransferase activity	1	1.09844717413007	1.38735251237322	1.9426660134443	1.10573596183533	1.23447699319939	1.46563149287283
GO:0008242	omega peptidase activity	6	0.844863981290924	0.767716554956062	0.708298513373069	0.847881751839498	0.805367037519621	0.774953794973655
